Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
foodCropMangoTSK_AOO,,,,,Mango,,,,,,,,,,,,,,
plantedMarijuanaSeedAOODesc,,,,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Marijuana seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",,,,,,,,,,,,,,
foodCropHempAOODesc,,,,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked marijuana. Marijuana can be used in various recipes, or crafted into seeds.",,,,,,,,,,,,,,
foodCropHempAOO,,,,,Weed!,,,,,,,,,,,,,,
plantedMintSeedTSK_AOODesc,,,,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Mint seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",,,,,,,,,,,,,,
foodCropMintTSK_AOODesc,,,,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked mint. Mint can be used in various food recipes, or crafted into seeds.",,,,,,,,,,,,,,
foodCropMintTSK_AOO,,,,,Mint,,,,,,,,,,,,,,
plantedMixedNutTreeSeedAOODesc,,,,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Seeds for mixed nuts. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",,,,,,,,,,,,,,
foodCropMixedNutsAOODesc,,,,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked mixed nuts. Nuts can be eaten raw, used in various food recipes, or crafted into seeds.",,,,,,,,,,,,,,
foodCropMixedNutsAOO,,,,,Nuts,,,,,,,,,,,,,,
plantedOliveTreeSeedTSK_AOODesc,,,,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Olive tree seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",,,,,,,,,,,,,,
foodCropOliveTSK_AOODesc,,,,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked olives. Olives can be eaten raw, used in various food recipes, or crafted into seeds.",,,,,,,,,,,,,,
foodCropOliveTSK_AOO,,,,,Olive,,,,,,,,,,,,,,
plantedOnionSeedAOODesc,,,,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Onion seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",,,,,,,,,,,,,,
foodCropOnionAOODesc,,,,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked onions. Onions can be eaten raw, used in various food recipes, or crafted into seeds.",,,,,,,,,,,,,,
foodCropOnionAOO,,,,,Onion,,,,,,,,,,,,,,
plantedOrangeTreeSeedAOODesc,,,,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Orange tree seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",,,,,,,,,,,,,,
foodCropOrangeAOODesc,,,,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked oranges. Oranges can be eaten raw, used in various food recipes, or crafted into seeds.",,,,,,,,,,,,,,
foodCropOrangeAOO,,,,,Orange,,,,,,,,,,,,,,
plantedPeachTreeSeedAOODesc,,,,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Peach tree seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",,,,,,,,,,,,,,
foodCropPeachAOODesc,,,,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked peaches. Peaches can be eaten raw, used in various food recipes, or crafted into seeds.",,,,,,,,,,,,,,
foodCropPeachAOO,,,,,Peach,,,,,,,,,,,,,,
plantedPearTreeSeedAOODesc,,,,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Pear tree seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",,,,,,,,,,,,,,
foodCropPearAOODesc,,,,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked pears. Pears can be eaten raw, used in various food recipes, or crafted into seeds.",,,,,,,,,,,,,,
foodCropPearAOO,,,,,Pear,,,,,,,,,,,,,,
plantedPineappleSeedAOODesc,,,,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Pineapple seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",,,,,,,,,,,,,,
foodCropPineappleAOODesc,,,,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked pineapples. Pineapple can be eaten raw, used in various food recipes, or crafted into seeds.",,,,,,,,,,,,,,
foodCropPineappleAOO,,,,,Pineapple,,,,,,,,,,,,,,
plantedRaspberrySeedAOODesc,,,,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Raspberry seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",,,,,,,,,,,,,,
foodCropRaspberryAOODesc,,,,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked raspberries. Raspberries can be eaten raw, used in various food recipes, or crafted into seeds.",,,,,,,,,,,,,,
foodCropRaspberryAOO,,,,,Raspberry,,,,,,,,,,,,,,
plantedAppleTreeSeedAOODesc,,,,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Aple tree seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",,,,,,,,,,,,,,
foodCropApplesAOODesc,,,,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked apples. Apples can be eaten raw, used in various food recipes, or crafted into seeds.",,,,,,,,,,,,,,
foodCropApplesAOO,,,,,Apple,,,,,,,,,,,,,,
plantedRiceSeedAOODesc,,,,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Rice seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",,,,,,,,,,,,,,
foodCropRiceAOODesc,,,,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-harvested rice. Rice can be used in various food recipes, or crafted into seeds.",,,,,,,,,,,,,,
foodCropRiceAOO,,,,,Rice,,,,,,,,,,,,,,
plantedRomaineLettuceSeedAOODesc,,,,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Romaine lettuce seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",,,,,,,,,,,,,,
foodCropRomaineAOODesc,,,,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked romaine lettuce. Romaine lettuce can be eaten raw, used in various food recipes, or crafted into seeds.",,,,,,,,,,,,,,
foodCropRomaineAOO,,,,,Romaine Lettuce,,,,,,,,,,,,,,
plantedRoseSeedTSK_AOODesc,,,,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Rose seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",,,,,,,,,,,,,,
foodCropRoseTSK_AOODesc,,,,,[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked roses. Roses are valued for their beauty as well as their alchemical and medicinal uses. It can also be crafted into seeds.,,,,,,,,,,,,,,
foodCropRoseTSK_AOO,,,,,Rose,,,,,,,,,,,,,,
plantedRosemarySeedTSK_AOODesc,,,,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Rosemary seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",,,,,,,,,,,,,,
foodCropRosemaryTSK_AOODesc,,,,,[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked rosemary. Rosemary is a staple of most kitchen herb gardens and is useful for both cooking and alchemy. It can also be crafted into seeds.,,,,,,,,,,,,,,
foodCropRosemaryTSK_AOO,,,,,Rosemary,,,,,,,,,,,,,,
plantedRyeSeedTSK_AOODesc,,,,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Rye seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",,,,,,,,,,,,,,
foodCropRyeTSK_AOODesc,,,,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-harvested rye. Rye can be used in various food recipes, or crafted into seeds.",,,,,,,,,,,,,,
foodCropRyeTSK_AOO,,,,,Rye,,,,,,,,,,,,,,
plantedSorghumSeedTSK_AOODesc,,,,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Sorghum seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",,,,,,,,,,,,,,
foodCropSorghumTSK_AOODesc,,,,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-harvested sorghum. Sorghum can be used in various food recipes, or crafted into seeds.",,,,,,,,,,,,,,
foodCropSorghumTSK_AOO,,,,,Sorghum,,,,,,,,,,,,,,
plantedSoybeanSeedTSK_AOODesc,,,,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Soybean seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",,,,,,,,,,,,,,
foodCropSoybeanTSK_AOODesc,,,,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-harvested soybeans. Soybeans can be used in various food recipes, or crafted into seeds.",,,,,,,,,,,,,,
foodCropSoybeanTSK_AOO,,,,,Soybean,,,,,,,,,,,,,,
plantedMixedSpicesSeedAOODesc,,,,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Seeds for mixed spices. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",,,,,,,,,,,,,,
foodCropMixedSpicesAOODesc,,,,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked mixed spices. Spices can be used in various food recipes, or crafted into seeds.",,,,,,,,,,,,,,
foodCropMixedSpicesAOO,,,,,Spices,,,,,,,,,,,,,,
plantedSpinachSeedAOODesc,,,,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Spinach seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",,,,,,,,,,,,,,
foodCropSpinachAOODesc,,,,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked spinach. Spinach can be eaten raw, used in various food recipes, or crafted into seeds.",,,,,,,,,,,,,,
foodCropSpinachAOO,,,,,Spinach,,,,,,,,,,,,,,
plantedSquashSeedAOODesc,,,,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Squash seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",,,,,,,,,,,,,,
foodCropSquashAOODesc,,,,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked squash. Squash can be eaten raw, used in various food recipes, or crafted into seeds.",,,,,,,,,,,,,,
foodCropSquashAOO,,,,,Squash,,,,,,,,,,,,,,
plantedStrawberrySeedAOODesc,,,,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Strawberry seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",,,,,,,,,,,,,,
foodCropStrawberryAOODesc,,,,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked strawberries. Strawberries can be eaten raw, used in various food recipes, or crafted into seeds.",,,,,,,,,,,,,,
foodCropStrawberryAOO,,,,,Strawberry,,,,,,,,,,,,,,
plantedSugarMapleTreeSeedAOODesc,,,,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Maple tree seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",,,,,,,,,,,,,,
resourceMapleWoodPlankAOODesc,,,,,[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Raw maple wood planks. Sugar maple wood planks are used to make various workbenches.,,,,,,,,,,,,,,
resourceMapleWoodPlankAOO,,,,,Maple Wood Plank,,,,,,,,,,,,,,
plantedSugarcaneSeedAOODesc,,,,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Sugarcane seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",,,,,,,,,,,,,,
foodCropSugarcaneStalkAOODesc,,,,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-harvested sugarcane. Sugarcane must be processed before it can be used in food recipes, or it can be crafted into seeds.",,,,,,,,,,,,,,
foodCropSugarcaneStalkAOO,,,,,Sugarcane,,,,,,,,,,,,,,
plantedSunflowerSeedAOODesc,,,,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Sunflower seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",,,,,,,,,,,,,,
foodCropSunflowerSeedAOODesc,,,,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-harvested sunflower seeds. Sunflower seeds can be eaten raw, used in various food recipes, or crafted into seeds.",,,,,,,,,,,,,,
foodCropSunflowerSeedAOO,,,,, Sunflower Seeds,,,,,,,,,,,,,,
plantedTomatoSeedAOODesc,,,,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Tomato seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",,,,,,,,,,,,,,
foodCropTomatoAOODesc,,,,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff] \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked tomatoes. Tomatoes can be eaten raw, used in various food recipes, or crafted into seeds.",,,,,,,,,,,,,,
foodCropTomatoAOO,,,,,Tomato,,,,,,,,,,,,,,
plantedValerianSeedTSK_AOODesc,,,,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Valerian seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",,,,,,,,,,,,,,
foodCropValerianTSK_AOODesc,,,,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked valerian. Those with migraines already know the benefits of the valerian root, but this herb is also an alchemical staple. It can also be crafted into seeds.",,,,,,,,,,,,,,
foodCropValerianTSK_AOO,,,,,Valarian,,,,,,,,,,,,,,
plantedVanillaSeedTSK_AOODesc,,,,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Vanilla seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",,,,,,,,,,,,,,
foodCropVanillaTSK_AOODesc,,,,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked vanilla. Vanilla can be used in various food recipes, or crafted into seeds.",,,,,,,,,,,,,,
foodCropVanillaTSK_AOO,,,,,Vanilla,,,,,,,,,,,,,,
plantedGrapeSeedAOODesc,,,,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Grape seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",,,,,,,,,,,,,,
foodCropGrapesAOODesc,,,,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked grapes. Grapes can be eaten raw, used in various food recipes, or crafted into seeds.",,,,,,,,,,,,,,
foodCropGrapesAOO,,,,,Grapes,,,,,,,,,,,,,,
plantedWatermelonSeedTSK_AOODesc,,,,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Watermelon seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",,,,,,,,,,,,,,
foodCropWatermelonTSK_AOODesc,,,,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked watermelon. Watermelon can be eaten raw, used in various food recipes, or crafted into seeds.",,,,,,,,,,,,,,
foodCropWatermelonTSK_AOO,,,,,Watermelon,,,,,,,,,,,,,,
plantedWheatSeedAOODesc,,,,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Wheat seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",,,,,,,,,,,,,,
foodCropWheatAOODesc,,,,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-harvested wheat. Wheat can be used in various food recipes, or crafted into seeds.",,,,,,,,,,,,,,
foodCropWheatAOO,,,,,Wheat,,,,,,,,,,,,,,
plantedWhiteOakTreeSeedAOODesc,,,,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]White oak tree seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",,,,,,,,,,,,,,
resourceWhiteOakPlankAOODesc,,,,,[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Raw white oak planks. White oak planks are used to make various workbenches.,,,,,,,,,,,,,,
resourceWhiteOakPlankAOO,,,,,White Oak Planks,,,,,,,,,,,,,,
foodBagelAOOSchematic,,,,,Bagel Recipe,,,,,,,,,,,,,,
foodBreadAOOSchematic,,,,,Homemade Bread Recipe,,,,,,,,,,,,,,
foodButterAOOSchematic,,,,,Home-Churned Butter Recipe,,,,,,,,,,,,,,
foodCheeseAOOSchematic,,,,,Homemade Cheeses Recipe,,,,,,,,,,,,,,
foodCreamAOOSchematic,,,,,Cream Recipe,,,,,,,,,,,,,,
